player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary
Danny Green,PHI,34,198.12,97.52228,North Carolina,USA,4,69,9.5,3.8,1.7,7.1,0.029,0.1,0.138,0.582,0.08,2020-21,15.365853000000001
Dante Exum,HOU,25,195.58,97.068688,,Australia,1,6,3.8,2.8,2.2,3.6,0.015,0.129,0.119,0.428,0.155,2020-21,9.6
Dario Saric,PHX,27,208.28,102.0582,,Croatia,1,50,8.7,3.8,1.3,11.5,0.055,0.168,0.218,0.567,0.104,2020-21,9.25
Darius Bazley,OKC,21,203.2,94.347136,,USA,2,55,13.7,7.2,1.8,-13.1,0.027,0.193,0.218,0.491,0.091,2020-21,2.3991599999999997
Darius Garland,CLE,21,185.42,87.089664,Vanderbilt,USA,1,54,17.4,2.4,6.1,-6.6,0.013,0.062,0.245,0.547,0.298,2020-21,6.72072
Darius Miller,OKC,31,198.12,102.0582,Kentucky,USA,4,18,4.1,1.3,1.2,7.2,0.011,0.103,0.127,0.685,0.151,2020-21,7
David Nwaba,HOU,28,195.58,99.336648,Cal Poly,USA,5,30,9.2,3.9,1,-1.3,0.055,0.108,0.163,0.557,0.07,2020-21,1.824003
Davis Bertans,WAS,28,208.28,102.0582,,Latvia,3,57,11.5,2.9,0.9,2.1,0.011,0.095,0.148,0.62,0.043,2020-21,15
De'Aaron Fox,SAC,23,190.5,83.91452,Kentucky,USA,1,58,25.2,3.5,7.2,-4.5,0.016,0.085,0.304,0.565,0.326,2020-21,8.099627
De'Andre Hunter,ATL,23,203.2,102.0582,Virginia,USA,1,23,15,4.8,1.9,5.5,0.024,0.125,0.194,0.603,0.098,2020-21,7.422
De'Anthony Melton,MEM,23,187.96,90.7184,Southern California,USA,4,52,9.1,3.1,2.5,6,0.026,0.118,0.189,0.568,0.172,2020-21,9.571712
DeAndre Jordan,BKN,32,210.82,120.20188,Texas A&M,USA,3,57,7.5,7.5,1.6,-1.9,0.097,0.231,0.128,0.736,0.099,2020-21,10.375678
Danilo Gallinari,ATL,32,208.28,105.686936,,Italy,1,51,13.3,4.1,1.5,2.7,0.015,0.155,0.211,0.613,0.099,2020-21,19.5
DeMar DeRozan,SAS,31,198.12,99.79024,Southern California,USA,1,61,21.6,4.2,6.9,-2.5,0.019,0.106,0.255,0.591,0.309,2020-21,27.739974999999998
Dean Wade,CLE,24,205.74,103.418976,Kansas State,USA,5,63,6,3.4,1.2,-9,0.031,0.154,0.128,0.573,0.094,2020-21,1.517981
Deandre Ayton,PHX,22,210.82,113.398,Arizona,Bahamas,1,69,14.4,10.5,1.4,6.3,0.117,0.236,0.179,0.653,0.066,2020-21,10.0182
Deividas Sirvydis,DET,21,203.2,86.18248,,Lithuania,3,20,2.1,1.5,0.3,-9.7,0,0.225,0.15,0.481,0.062,2020-21,0.89831
Dejounte Murray,SAS,24,193.04,81.64656,Washington,USA,3,67,15.7,7.1,5.4,2.3,0.026,0.19,0.231,0.509,0.246,2020-21,14.286000000000001
Delon Wright,SAC,29,195.58,83.91452,Utah,USA,2,63,10.2,4.3,4.4,-3.5,0.036,0.122,0.163,0.562,0.237,2020-21,9
Deni Avdija,WAS,20,205.74,95.25432,,Israel,1,54,6.3,4.9,1.2,-2.1,0.017,0.181,0.118,0.515,0.064,2020-21,4.4691600000000005
Denzel Valentine,CHI,27,193.04,99.79024,Michigan State,USA,1,62,6.5,3.2,1.7,1,0.022,0.168,0.19,0.479,0.144,2020-21,4.642799999999999
Derrick Favors,UTA,29,205.74,120.20188,Georgia Tech,USA,1,68,5.4,5.5,0.6,2.6,0.13,0.227,0.125,0.663,0.059,2020-21,9.258
Derrick Rose,NYK,32,187.96,90.7184,Memphis,USA,1,50,14.7,2.6,4.2,4.9,0.015,0.081,0.252,0.55,0.276,2020-21,7.682926
Derrick White,SAS,26,193.04,86.18248,Colorado,USA,3,36,15.4,3,3.5,5.1,0.012,0.086,0.223,0.55,0.168,2020-21,3.516284
Desmond Bane,MEM,23,195.58,97.52228,TCU,USA,3,68,9.2,3.1,1.7,0.4,0.019,0.116,0.155,0.6,0.105,2020-21,1.93644
DeMarcus Cousins,LAC,30,208.28,122.46984,Kentucky,USA,1,41,8.9,6.4,1.9,-3.2,0.07,0.293,0.239,0.537,0.174,2020-21,3.051832
Daniel Theis,CHI,29,203.2,111.13004,,Germany,5,65,9.6,5.5,1.7,-1.3,0.057,0.164,0.154,0.609,0.097,2020-21,5
Daniel Oturu,LAC,21,203.2,108.86208,Minnesota,USA,3,30,1.8,1.6,0.3,1.8,0.119,0.157,0.174,0.471,0.092,2020-21,0.89831
Daniel Gafford,WAS,22,208.28,106.140528,Arkansas,USA,3,54,7,4.3,0.5,4.1,0.118,0.16,0.161,0.697,0.051,2020-21,1.517981
Carsen Edwards,BOS,23,180.34,90.7184,Purdue,USA,3,31,4,0.8,0.5,-4.1,0.01,0.084,0.187,0.527,0.075,2020-21,1.517981
Cassius Stanley,IND,21,195.58,86.18248,Duke,USA,4,24,1.5,0.8,0,9.4,0.067,0.11,0.198,0.383,0.017,2020-21,0.47069
Cassius Winston,WAS,23,185.42,83.91452,Michigan State,USA,4,22,1.9,0.4,0.5,-21.4,0,0.087,0.182,0.575,0.222,2020-21,0.44911500000000004
Cedi Osman,CLE,26,200.66,104.32616,,Turkey,3,59,10.4,3.4,2.9,-11,0.024,0.113,0.198,0.488,0.173,2020-21,8.84058
Chandler Hutchison,WAS,25,198.12,95.25432,Boise State,USA,2,25,4.3,3.1,0.7,-5.2,0.016,0.195,0.155,0.469,0.061,2020-21,2.44344
Chimezie Metu,SAC,24,205.74,102.0582,Southern California,USA,4,36,6.3,3.1,0.8,-7.8,0.064,0.175,0.194,0.571,0.08,2020-21,0.910895
Chris Boucher,TOR,28,205.74,90.7184,Oregon,Saint Lucia,5,60,13.6,6.7,1.1,3.8,0.078,0.192,0.202,0.634,0.068,2020-21,6.5
Chris Paul,PHX,36,182.88,79.3786,Wake Forest,USA,1,70,16.4,4.5,8.9,6.5,0.012,0.131,0.221,0.599,0.405,2020-21,41.358814
Chris Silva,SAC,24,203.2,106.140528,South Carolina,Gabon,5,15,2.1,1.8,0.4,-0.5,0.082,0.217,0.151,0.708,0.102,2020-21,1.517981
Christian Wood,HOU,25,208.28,97.068688,UNLV,USA,5,41,21,9.6,1.7,-3.8,0.055,0.228,0.255,0.591,0.089,2020-21,13.015874
Chuma Okeke,ORL,22,198.12,103.872568,Auburn,USA,2,45,7.8,4,2.2,-7.2,0.033,0.117,0.142,0.511,0.132,2020-21,3.12108
Clint Capela,ATL,27,208.28,108.86208,,Switzerland,2,63,15.2,14.3,0.8,6.6,0.155,0.301,0.193,0.601,0.039,2020-21,18
Coby White,CHI,21,195.58,88.45044,North Carolina,USA,1,69,15.1,4.1,4.8,-2.7,0.013,0.116,0.219,0.54,0.218,2020-21,5.57268
Cody Martin,CHA,25,195.58,92.98636,Nevada-Reno,USA,3,52,4,3.1,1.7,1,0.059,0.126,0.123,0.5,0.138,2020-21,1.517981
Damyean Dotson,CLE,27,195.58,95.25432,Houston,USA,4,46,6.7,2,2,-12.5,0.005,0.095,0.162,0.499,0.161,2020-21,2
Damion Lee,GSW,28,195.58,95.25432,Drexel,USA,5,57,6.5,3.2,1.3,1.6,0.02,0.142,0.127,0.636,0.094,2020-21,1.7627960000000003
Damian Lillard,POR,30,187.96,88.45044,Weber State,USA,1,67,28.8,4.2,7.5,4,0.012,0.104,0.306,0.623,0.334,2020-21,31.626952999999997
Damian Jones,SAC,26,210.82,111.13004,Vanderbilt,USA,3,39,4.7,3.1,0.7,-5.1,0.064,0.156,0.12,0.712,0.075,2020-21,1.487284
DaQuan Jeffries,SAS,23,195.58,104.32616,Tulsa,USA,5,31,4.1,2.3,0.7,-4.5,0.036,0.103,0.114,0.514,0.059,2020-21,1.445697
D'Angelo Russell,MIN,25,193.04,87.543256,Ohio State,USA,1,42,19,2.6,5.8,-7,0.012,0.077,0.283,0.555,0.323,2020-21,28.649250000000002
Cristiano Felicio,CHI,28,210.82,122.46984,,Brazil,5,18,1.3,1.4,0.5,7.1,0.112,0.205,0.117,0.574,0.155,2020-21,7.52902
Cory Joseph,DET,29,190.5,90.7184,University of Texas at Austin,Canada,3,63,8.2,2.5,3.4,-5.5,0.024,0.085,0.159,0.556,0.204,2020-21,12.6
Collin Sexton,CLE,22,185.42,86.18248,Alabama,USA,1,60,24.3,3.1,4.4,-9.2,0.027,0.063,0.286,0.573,0.222,2020-21,4.99188
Cole Anthony,ORL,21,187.96,83.91452,North Carolina,USA,2,47,12.9,4.7,4.1,-12.8,0.027,0.142,0.235,0.496,0.241,2020-21,3.28512
Cody Zeller,CHA,28,210.82,108.86208,Indiana,USA,1,48,9.4,6.8,1.8,2,0.115,0.21,0.177,0.599,0.125,2020-21,15.41573
Jordan Clarkson,UTA,29,193.04,87.996848,Missouri,USA,4,68,18.4,4,2.5,7.8,0.025,0.117,0.286,0.549,0.149,2020-21,11.5
Marcus Smart,BOS,27,190.5,99.79024,Oklahoma State,USA,1,48,13.1,3.5,5.7,2.8,0.022,0.084,0.179,0.539,0.227,2020-21,12.946428000000001
Jordan Nwora,MIL,22,203.2,102.0582,Louisville,USA,4,30,5.7,2,0.2,-0.3,0.033,0.162,0.254,0.586,0.04,2020-21,0.89831
Tristan Thompson,BOS,30,205.74,115.212368,Texas-Austin,Canada,1,54,7.6,8.1,1.2,1,0.124,0.212,0.144,0.54,0.073,2020-21,9.258
Trey Lyles,SAS,25,205.74,106.140528,Kentucky,Canada,1,23,5,3.7,0.6,-14.5,0.022,0.213,0.128,0.574,0.06,2020-21,5.5
Trey Burke,DAL,28,182.88,83.91452,Michigan,USA,1,62,6.6,0.9,1.3,1.3,0.011,0.047,0.193,0.544,0.129,2020-21,3
Trevor Ariza,MIA,36,203.2,97.52228,UCLA,USA,4,30,9.4,4.8,1.8,2.8,0.033,0.15,0.149,0.542,0.089,2020-21,12.8
Trent Forrest,UTA,23,193.04,95.25432,Florida State,USA,5,30,2.9,1.5,1.5,-7.7,0.038,0.111,0.144,0.554,0.205,2020-21,0.47069
Tremont Waters,BOS,23,177.8,79.3786,Louisiana State,USA,4,26,3.8,0.8,2.4,-2,0.021,0.062,0.204,0.541,0.38,2020-21,0.712278
Tre Jones,SAS,21,185.42,83.91452,Duke,USA,3,37,2.5,0.6,1.1,-13.8,0.028,0.049,0.159,0.544,0.228,2020-21,0.89831
Trae Young,ATL,22,185.42,81.64656,Oklahoma,USA,1,63,25.3,3.9,9.4,5.2,0.018,0.094,0.32,0.589,0.426,2020-21,6.5718000000000005
Torrey Craig,PHX,30,200.66,100.243832,South Carolina Upstate,USA,5,50,5.5,3.9,1,-3.7,0.07,0.185,0.141,0.579,0.084,2020-21,1.678854
Tony Snell,ATL,29,198.12,96.615096,New Mexico,USA,2,47,5.3,2.4,1.3,2.2,0.019,0.09,0.084,0.708,0.08,2020-21,12.178571
Tony Bradley,OKC,23,208.28,112.490816,North Carolina,USA,2,42,7.1,5.7,0.9,-1.8,0.121,0.224,0.154,0.678,0.077,2020-21,3.54206
Tomas Satoransky,CHI,29,200.66,95.25432,,Czech Republic,3,58,7.7,2.4,4.7,-0.8,0.024,0.087,0.15,0.614,0.278,2020-21,10
Tobias Harris,PHI,28,203.2,102.511792,Tennessee,USA,2,62,19.5,6.8,3.5,7.2,0.032,0.17,0.237,0.597,0.175,2020-21,34.358850000000004
Tim Hardaway Jr.,DAL,29,195.58,92.98636,Michigan,USA,2,70,16.6,3.3,1.8,2.1,0.01,0.101,0.23,0.589,0.098,2020-21,18.975
Tim Frazier,MEM,30,182.88,77.11064,Penn State,USA,5,5,1.6,1.6,3.2,7.8,0,0.107,0.178,0.177,0.333,2020-21,0.5974630000000001
Thon Maker,CLE,24,213.36,100.243832,,South Sudan,1,8,3.8,2.3,0.5,-10.9,0.093,0.118,0.145,0.657,0.1,2020-21,1.737145
Thomas Bryant,WAS,23,208.28,112.490816,Indiana,USA,3,10,14.3,6.1,1.5,-2.1,0.063,0.163,0.163,0.704,0.079,2020-21,8.333333
Theo Pinson,NYK,25,195.58,96.161504,North Carolina,USA,5,17,0.1,0.3,0.1,-16,0,0.114,0.118,0.111,0.063,2020-21,0.802182
Theo Maledon,OKC,20,193.04,79.3786,,France,3,65,10.1,3.2,3.5,-16.5,0.012,0.101,0.188,0.489,0.197,2020-21,2
Thanasis Antetokounmpo,MIL,28,198.12,99.336648,,Greece,4,57,2.9,2.2,0.8,2.5,0.093,0.113,0.147,0.523,0.113,2020-21,1.7015930000000001
Thaddeus Young,CHI,33,203.2,106.59412,Georgia Tech,USA,1,68,12.1,6.2,4.3,4.1,0.105,0.154,0.216,0.578,0.253,2020-21,13.544999999999998
Terry Rozier,CHA,27,185.42,86.18248,Louisville,USA,2,69,20.4,4.4,4.2,-2,0.019,0.105,0.238,0.575,0.193,2020-21,18.9
Terrence Ross,ORL,30,198.12,93.439952,Washington,USA,1,46,15.6,3.4,2.3,-8.8,0.01,0.104,0.23,0.53,0.133,2020-21,13.5
Terrance Ferguson,PHI,23,198.12,86.18248,,USA,2,13,0.2,0.1,0.2,-17.8,0,0.024,0.094,0.143,0.057,2020-21,3.9440130000000004
Terence Davis,SAC,24,193.04,91.171992,Mississippi,USA,5,61,8.7,2.5,1.4,-2.8,0.018,0.125,0.213,0.555,0.122,2020-21,1.517981
Terance Mann,LAC,24,195.58,97.52228,Florida State,USA,4,67,7,3.6,1.6,2.7,0.044,0.14,0.144,0.603,0.114,2020-21,1.517981
Taurean Prince,CLE,27,200.66,98.883056,Baylor,USA,1,41,9.5,3.5,1.9,-6.1,0.021,0.132,0.189,0.54,0.121,2020-21,12.25
Talen Horton-Tucker,LAL,20,193.04,106.140528,Iowa State,USA,4,65,9,2.6,2.8,1,0.019,0.104,0.21,0.536,0.209,2020-21,1.517981
Ty Jerome,OKC,23,195.58,88.45044,Virginia,USA,2,33,10.7,2.8,3.6,-8.5,0.012,0.1,0.181,0.585,0.229,2020-21,2.30304
Zeke Nnaji,DEN,20,205.74,108.86208,Arizona,USA,2,42,3.2,1.5,0.2,-10.5,0.034,0.129,0.126,0.615,0.037,2020-21,2.37984
Zach LaVine,CHI,26,195.58,90.7184,UCLA,USA,1,58,27.4,5,4.9,-0.8,0.018,0.121,0.302,0.634,0.225,2020-21,19.5
Yuta Watanabe,TOR,26,205.74,97.52228,George Washington,Japan,5,50,4.4,3.2,0.8,-2.7,0.046,0.171,0.121,0.565,0.079,2020-21,0.737996
Xavier Tillman,MEM,22,203.2,111.13004,Michigan State,USA,3,59,6.6,4.3,1.3,2.9,0.065,0.163,0.142,0.605,0.096,2020-21,1.3
Willy Hernangomez,NOP,27,210.82,113.398,,Spain,3,47,7.8,7.1,1.1,0,0.134,0.247,0.166,0.591,0.082,2020-21,1.737145
Willie Cauley-Stein,DAL,27,213.36,108.86208,Kentucky,USA,1,53,5.3,4.5,0.7,9.4,0.073,0.175,0.12,0.647,0.053,2020-21,4.1
Will Barton,DEN,30,198.12,82.100152,Memphis,USA,3,56,12.7,4,3.2,6,0.024,0.109,0.187,0.538,0.135,2020-21,13.723213999999999
Wesley Matthews,LAL,34,193.04,99.79024,Marquette,USA,5,58,4.8,1.6,0.9,1.9,0.018,0.064,0.111,0.517,0.065,2020-21,3.6229999999999998
Taj Gibson,NYK,36,205.74,105.233344,Southern California,USA,2,45,5.4,5.6,0.8,7.3,0.102,0.151,0.095,0.661,0.054,2020-21,3.283684
Wenyen Gabriel,NOP,24,205.74,92.98636,Kentucky,South Sudan,5,21,3.4,2.6,0.5,0.8,0.069,0.135,0.135,0.533,0.063,2020-21,1.620564
Wayne Ellington,DET,33,193.04,93.893544,North Carolina,USA,2,46,9.6,1.8,1.5,-4.3,0.012,0.073,0.162,0.625,0.097,2020-21,3.5647530000000005
Vlatko Cancar,DEN,24,203.2,107.047712,,Slovenia,4,41,2.1,1.2,0.3,-17.5,0.035,0.136,0.132,0.547,0.073,2020-21,1.517981
Vincent Poirier,PHI,27,213.36,106.59412,,France,5,10,0.8,1.4,0.2,-19.4,0.13,0.222,0.194,0.273,0.08,2020-21,2.6192070000000003
Victor Oladipo,MIA,29,193.04,96.615096,Indiana,USA,1,33,19.8,4.8,4.6,-2.3,0.01,0.137,0.286,0.512,0.233,2020-21,21
Udonis Haslem,MIA,41,203.2,106.59412,Florida,USA,5,1,4,1,0,66.7,0,0.25,0.286,1,0,2020-21,2.564753
Udoka Azubuike,UTA,21,208.28,127.00576,Kansas,Nigeria,2,15,1.1,0.9,0,-54.5,0.063,0.15,0.119,0.597,0,2020-21,1.9769999999999999
Tyus Jones,MEM,25,182.88,88.904032,Duke,USA,2,70,6.3,2,3.7,-2.8,0.016,0.093,0.165,0.511,0.305,2020-21,8.817143
Tyrese Maxey,PHI,20,187.96,90.7184,Kentucky,USA,2,61,8,1.7,2,-1.6,0.011,0.098,0.222,0.531,0.207,2020-21,2.47884
Tyrese Haliburton,SAC,21,195.58,83.91452,Iowa State,USA,1,58,13,3,5.3,-5.6,0.022,0.076,0.175,0.585,0.247,2020-21,3.8318399999999997
Tyrell Terry,DAL,20,187.96,72.57472,Stanford,USA,3,11,1,0.5,0.5,0,0,0.118,0.135,0.318,0.158,2020-21,1.289846
Tyler Johnson,BKN,29,190.5,84.368112,Fresno State,USA,5,39,5.4,2,1.2,3.3,0.009,0.096,0.132,0.546,0.091,2020-21,2.028594
Tyler Herro,MIA,21,195.58,88.45044,Kentucky,USA,1,54,15.1,5,3.4,-2.9,0.015,0.144,0.225,0.543,0.184,2020-21,3.82224
Tyler Cook,DET,23,203.2,115.66596,Iowa,USA,5,32,4.9,3,0.5,-4.2,0.065,0.149,0.136,0.659,0.057,2020-21,0.693141
Jordan McLaughlin,MIN,25,180.34,83.91452,Southern California,USA,5,51,5,2.1,3.8,-6.3,0.02,0.09,0.133,0.502,0.292,2020-21,0.50376
Tacko Fall,BOS,25,226.06,141.067112,Central Florida,Senegal,5,19,2.5,2.7,0.2,6.3,0.123,0.237,0.127,0.66,0.028,2020-21,0.6539240000000001
Robert Covington,POR,30,200.66,94.800728,Tennessee State,USA,5,70,8.5,6.7,1.7,4.8,0.026,0.183,0.114,0.553,0.066,2020-21,12.138345
Ricky Rubio,MIN,30,190.5,86.18248,,Spain,1,68,8.6,3.3,6.4,-5,0.014,0.11,0.155,0.516,0.33,2020-21,17
Richaun Holmes,SAC,27,208.28,106.59412,Bowling Green,USA,3,61,14.2,8.3,1.7,0.3,0.081,0.196,0.173,0.669,0.082,2020-21,5.00535
Reggie Perry,BKN,21,203.2,113.398,Mississippi State,USA,5,26,3,2.8,0.5,-7.3,0.117,0.204,0.19,0.466,0.097,2020-21,0.48914799999999997
Reggie Jackson,LAC,31,187.96,94.347136,Boston College,USA,2,67,10.7,2.9,3.1,7.4,0.016,0.107,0.195,0.576,0.185,2020-21,2.3315930000000002
Reggie Bullock,NYK,30,198.12,92.98636,North Carolina,USA,2,65,10.9,3.4,1.5,2.5,0.008,0.102,0.14,0.606,0.072,2020-21,4.2
Rayjon Tucker,PHI,23,190.5,94.800728,Arkansas-Little Rock,USA,5,14,2.4,0.8,0.4,-5.2,0.012,0.164,0.176,0.645,0.154,2020-21,0.693755
Raul Neto,WAS,29,185.42,81.64656,,Brazil,4,64,8.7,2.4,2.3,-1,0.019,0.087,0.155,0.575,0.141,2020-21,1.8828669999999998
Rajon Rondo,LAC,35,185.42,81.64656,Kentucky,USA,2,45,5.4,2.4,4.4,1,0.023,0.113,0.166,0.544,0.375,2020-21,7.5
RJ Barrett,NYK,21,198.12,97.068688,Duke,Canada,1,72,17.6,5.8,3,2.7,0.027,0.13,0.228,0.535,0.134,2020-21,8.23176
Quinndary Weatherspoon,SAS,24,190.5,92.98636,Mississippi State,USA,4,20,2.3,0.6,0.4,-22.6,0.024,0.07,0.18,0.547,0.107,2020-21,0.44911500000000004
Precious Achiuwa,MIA,21,203.2,102.0582,Memphis,Nigeria,2,61,5,3.4,0.5,-7.2,0.097,0.174,0.184,0.55,0.064,2020-21,2.58216
Payton Pritchard,BOS,23,185.42,88.45044,Oregon,USA,2,66,7.7,2.4,1.8,0.6,0.025,0.099,0.162,0.582,0.136,2020-21,2.0358
Paul Watson,TOR,26,198.12,95.25432,Fresno State,USA,5,27,4.1,1.7,0.6,-1.7,0.012,0.129,0.133,0.649,0.081,2020-21,1.445697
Paul Reed,PHI,22,205.74,95.25432,DePaul,USA,5,26,3.4,2.3,0.5,11.2,0.147,0.172,0.208,0.54,0.107,2020-21,0.609128
Paul Millsap,DEN,36,200.66,116.573144,Louisiana Tech,USA,4,56,9,4.7,1.8,4.7,0.067,0.167,0.184,0.565,0.113,2020-21,10.1
Paul George,LAC,31,203.2,99.79024,Fresno State,USA,1,54,23.3,6.6,5.2,11.3,0.026,0.171,0.296,0.598,0.239,2020-21,35.450412
Patrick Williams,CHI,19,200.66,97.52228,Florida State,USA,1,71,9.2,4.6,1.4,-7.1,0.033,0.131,0.146,0.562,0.068,2020-21,7.06836
Patrick Patterson,LAC,32,203.2,106.59412,Kentucky,USA,1,38,5.2,2,0.8,2.1,0.032,0.093,0.135,0.571,0.069,2020-21,3.8147709999999995
Patrick McCaw,TOR,25,200.66,82.100152,UNLV,USA,3,5,1,0.6,0.8,-33,0.027,0.071,0.026,1.078,0.19,2020-21,4
Patrick Beverley,LAC,32,185.42,81.64656,Arkansas,USA,3,37,7.5,3.2,2.1,9,0.037,0.108,0.146,0.58,0.123,2020-21,13.333333
Pat Connaughton,MIL,28,195.58,94.800728,Notre Dame,USA,3,69,6.8,4.8,1.2,6.9,0.039,0.152,0.113,0.578,0.064,2020-21,4.938273000000001
Pascal Siakam,TOR,27,205.74,104.32616,New Mexico State,Cameroon,2,56,21.4,7.2,4.5,3,0.045,0.156,0.261,0.547,0.195,2020-21,30.559199999999997
PJ Dozier,DEN,24,198.12,92.98636,South Carolina,USA,5,50,7.7,3.6,1.8,9.5,0.031,0.133,0.166,0.501,0.116,2020-21,1.7627960000000003
Quinn Cook,CLE,28,185.42,81.64656,Duke,USA,5,23,3.3,0.7,0.8,-3.9,0.012,0.084,0.204,0.531,0.184,2020-21,1.9816490000000002
Oshae Brissett,IND,23,200.66,95.25432,Syracuse,Canada,5,21,10.9,5.5,0.9,6,0.054,0.149,0.149,0.638,0.042,2020-21,1.255493
Robin Lopez,WAS,33,213.36,127.459352,Stanford,USA,2,71,9,3.8,0.8,-1.1,0.097,0.092,0.169,0.661,0.06,2020-21,7.3
Rodney Hood,TOR,28,203.2,94.347136,Duke,USA,2,55,4.5,1.9,1,-6.6,0.023,0.084,0.139,0.452,0.083,2020-21,10.047450000000001
Steven Adams,NOP,27,210.82,120.20188,Pittsburgh,New Zealand,1,58,7.6,8.9,1.9,-0.1,0.132,0.187,0.118,0.596,0.088,2020-21,29.592695
Sterling Brown,HOU,26,195.58,99.336648,Southern Methodist,USA,4,51,8.2,4.4,1.4,-5.4,0.029,0.147,0.133,0.597,0.088,2020-21,1.678854
Stephen Curry,GSW,33,190.5,83.91452,Davidson,USA,1,63,32,5.5,5.8,4.6,0.013,0.135,0.331,0.655,0.283,2020-21,43.006362
Stanley Johnson,TOR,25,198.12,109.769264,Arizona,USA,1,61,4.4,2.5,1.5,-6.4,0.027,0.128,0.13,0.519,0.127,2020-21,3.80415
Spencer Dinwiddie,BKN,28,195.58,97.52228,Colorado,USA,3,3,6.7,4.3,3,29.8,0,0.151,0.154,0.536,0.173,2020-21,11.454048
Solomon Hill,ATL,30,198.12,102.511792,Arizona,USA,2,71,4.5,3,1.1,1,0.028,0.111,0.102,0.498,0.065,2020-21,2.174318
Skylar Mays,ATL,23,193.04,92.98636,Louisiana State,USA,4,33,3.8,1.1,0.9,1.4,0.037,0.095,0.186,0.569,0.18,2020-21,0.5322180000000001
Sindarius Thornwell,ORL,26,193.04,97.52228,South Carolina,USA,4,21,2,0.9,1,-2,0.013,0.067,0.11,0.414,0.135,2020-21,1.235889
Shaquille Harrison,DEN,27,200.66,86.18248,Tulsa,USA,5,34,2.1,1.4,0.7,-10.1,0.02,0.117,0.124,0.416,0.109,2020-21,0.915048
Shake Milton,PHI,24,195.58,92.98636,Southern Methodist,USA,4,63,13,2.3,3.1,4.3,0.022,0.076,0.239,0.549,0.21,2020-21,1.7015930000000001
Shai Gilgeous-Alexander,OKC,22,198.12,81.64656,Kentucky,Canada,1,35,23.7,4.7,5.9,-7.7,0.015,0.119,0.283,0.623,0.311,2020-21,4.14132
Seth Curry,PHI,30,187.96,83.91452,Duke,USA,5,57,12.5,2.4,2.7,8.2,0.006,0.074,0.169,0.607,0.131,2020-21,7.834448999999999
Rodions Kurucs,MIL,23,205.74,103.418976,,Latvia,3,21,1.5,1.1,0.5,-0.3,0.037,0.134,0.145,0.459,0.115,2020-21,1.780152
Serge Ibaka,LAC,31,208.28,106.59412,,Republic of the Congo,2,41,11.1,6.7,1.8,7.4,0.08,0.217,0.2,0.585,0.11,2020-21,9.258
Sekou Doumbouya,DET,20,203.2,104.32616,,France,2,56,5.1,2.6,0.8,-6.9,0.045,0.117,0.176,0.459,0.08,2020-21,3.4494
Sam Merrill,MIL,25,193.04,92.98636,Utah State,USA,5,30,3,1,0.7,-8.5,0.024,0.094,0.146,0.603,0.135,2020-21,0.89831
Saddiq Bey,DET,22,200.66,97.52228,Villanova,USA,2,70,12.2,4.5,1.4,-5.6,0.022,0.145,0.182,0.567,0.077,2020-21,2.68992
Saben Lee,DET,22,187.96,83.007336,Vanderbilt,USA,3,48,5.6,2,3.6,-6.3,0.026,0.099,0.171,0.536,0.333,2020-21,0.516836
Ryan Arcidiacono,CHI,27,190.5,88.45044,Villanova,USA,5,44,3.1,1.5,1.3,0,0.011,0.135,0.128,0.541,0.176,2020-21,3
Russell Westbrook,WAS,32,190.5,90.7184,UCLA,USA,1,65,22.2,11.5,11.7,-1.2,0.043,0.249,0.295,0.509,0.477,2020-21,41.358814
Rui Hachimura,WAS,23,203.2,104.32616,Gonzaga,Japan,1,57,13.8,5.5,1.4,-2.8,0.026,0.139,0.18,0.549,0.062,2020-21,4.69284
Rudy Gobert,UTA,29,215.9,117.026736,,France,2,71,14.3,13.5,1.3,15.9,0.11,0.288,0.166,0.683,0.059,2020-21,27.525281
Rudy Gay,SAS,34,203.2,113.398,Connecticut,USA,1,63,11.4,4.8,1.4,4.5,0.028,0.176,0.23,0.532,0.1,2020-21,14.5
Royce O'Neale,UTA,28,193.04,102.511792,Baylor,USA,5,71,7,6.8,2.5,10.4,0.039,0.162,0.095,0.599,0.103,2020-21,8.5
Rondae Hollis-Jefferson,POR,26,198.12,98.429464,Arizona,USA,2,11,2.5,2.4,1.2,-1.1,0.08,0.14,0.105,0.539,0.169,2020-21,0.502957
Romeo Langford,BOS,21,193.04,97.975872,Indiana,USA,1,18,3.1,1.9,0.7,-10.1,0.04,0.077,0.111,0.436,0.069,2020-21,3.6311999999999998
Rodney McGruder,DET,29,193.04,92.98636,Kansas State,USA,5,16,5.7,1.4,1,-4,0.042,0.078,0.179,0.619,0.128,2020-21,5.1923070000000004
Semi Ojeleye,BOS,26,198.12,108.86208,Southern Methodist,USA,3,56,4.6,2.6,0.7,-0.2,0.032,0.121,0.114,0.553,0.054,2020-21,1.7529499999999998
Onyeka Okongwu,ATL,20,203.2,106.59412,Southern California,USA,1,50,4.6,3.3,0.4,-6.3,0.1,0.172,0.141,0.655,0.047,2020-21,5.81364
OG Anunoby,TOR,23,200.66,105.233344,Indiana,United Kingdom,2,43,15.9,5.5,2.2,3.3,0.037,0.125,0.193,0.605,0.098,2020-21,3.8722149999999997
