player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary
Killian Hayes,DET,20,195.58,88.45044,,France,1,66,6.9,3.2,4.2,-10.3,0.02,0.108,0.154,0.461,0.243,2021-22,5.57268
Saben Lee,DET,23,187.96,83.007336,Vanderbilt,USA,3,37,5.6,2.4,2.9,-5.7,0.026,0.113,0.169,0.499,0.274,2021-22,1.489065
Saddiq Bey,DET,23,200.66,97.52228,Villanova,USA,2,82,16.1,5.4,2.8,-9.3,0.035,0.125,0.209,0.529,0.138,2021-22,2.82432
Serge Ibaka,MIL,32,208.28,106.59412,,Republic of the Congo,2,54,6.8,4.6,0.9,-3,0.07,0.197,0.172,0.579,0.084,2021-22,9.7209
Sam Hauser,BOS,24,200.66,98.429464,Virginia,USA,5,26,2.5,1.1,0.4,-0.3,0.03,0.133,0.136,0.65,0.095,2021-22,0.619498
Scottie Barnes,TOR,20,200.66,102.0582,Florida State,USA,1,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15,2021-22,7.2804
Sekou Doumbouya,LAL,21,205.74,104.32616,,France,2,2,7,3,0,67.8,0.111,0.182,0.286,0.717,0,2021-22,3.799131
Sam Merrill,MEM,26,193.04,92.98636,Utah State,USA,5,6,4.2,1.2,0.7,-11.1,0.012,0.107,0.178,0.485,0.108,2021-22,1.517981
Taurean Prince,MIN,28,198.12,98.883056,Baylor,USA,1,69,7.3,2.5,1,0.7,0.021,0.12,0.166,0.589,0.08,2021-22,13.334375
Shai Gilgeous-Alexander,OKC,23,198.12,81.64656,Kentucky,Canada,1,56,24.5,5,5.9,-6.4,0.017,0.114,0.298,0.557,0.293,2021-22,5.495532
Terence Davis,SAC,25,193.04,91.171992,Mississippi,USA,5,30,10.4,3.1,1.3,4.4,0.019,0.138,0.244,0.543,0.107,2021-22,4
Tre Jones,SAS,22,185.42,83.91452,Duke,USA,3,69,6,2.2,3.4,-0.5,0.024,0.103,0.151,0.545,0.28,2021-22,1.517981
Tre Mann,OKC,21,190.5,80.739376,Florida,USA,2,60,10.4,2.9,1.5,-10.3,0.017,0.101,0.213,0.501,0.108,2021-22,2.90124
Trendon Watford,POR,21,203.2,107.501304,Louisiana State,USA,5,48,7.6,4.1,1.7,-17.9,0.06,0.163,0.169,0.59,0.152,2021-22,0.76883
Trey Burke,DAL,29,182.88,83.91452,Michigan,USA,1,42,5.1,0.8,1.4,-0.5,0.009,0.064,0.25,0.475,0.219,2021-22,3.15
Trey Lyles,SAC,26,205.74,106.140528,Kentucky,Canada,1,75,10.5,5.1,1.2,-7.2,0.056,0.189,0.205,0.588,0.09,2021-22,2.5
Terance Mann,LAC,25,195.58,97.52228,Florida State,USA,4,81,10.8,5.2,2.6,1.5,0.044,0.127,0.157,0.572,0.131,2021-22,1.782621
Tristan Thompson,CHI,31,205.74,115.212368,Texas-Austin,Canada,1,57,6,5.1,0.6,-3.6,0.125,0.196,0.168,0.541,0.054,2021-22,9.946611
Klay Thompson,GSW,32,198.12,99.79024,Washington State,USA,1,32,20.4,3.9,2.8,3.3,0.015,0.106,0.284,0.547,0.153,2021-22,37.980720000000005
Trevor Ariza,LAL,37,203.2,97.52228,UCLA,USA,4,24,4,3.4,1.1,-5.3,0.02,0.151,0.11,0.449,0.079,2021-22,2.6416910000000002
Trae Young,ATL,23,185.42,74.389088,Oklahoma,USA,1,76,28.4,3.7,9.7,2.3,0.019,0.087,0.333,0.603,0.442,2021-22,8.326471
Trent Forrest,UTA,24,193.04,95.25432,Florida State,USA,5,60,3.3,1.7,1.8,4.5,0.031,0.093,0.124,0.554,0.188,2021-22,0.463211
Theo Maledon,OKC,21,193.04,79.3786,,France,3,51,7.1,2.6,2.2,-10.5,0.02,0.118,0.201,0.5,0.188,2021-22,2
Terrence Ross,ORL,31,198.12,93.439952,Washington,USA,1,63,10,2.6,1.8,-11.9,0.013,0.094,0.196,0.515,0.127,2021-22,12.5
Terry Taylor,IND,22,195.58,104.32616,Austin Peay,USA,5,33,9.6,5.2,1.2,-6.9,0.129,0.117,0.151,0.656,0.081,2021-22,0.895125
Thaddeus Young,TOR,34,203.2,106.59412,Georgia Tech,USA,1,52,6.2,4,2,-0.2,0.088,0.152,0.169,0.548,0.177,2021-22,14.190000000000001
Thanasis Antetokounmpo,MIL,29,198.12,99.336648,,Greece,4,48,3.6,2.1,0.5,-10.1,0.083,0.129,0.155,0.577,0.071,2021-22,1.7292169999999998
Thomas Bryant,WAS,24,208.28,112.490816,Indiana,USA,3,27,7.4,4,0.9,-9.1,0.06,0.187,0.188,0.607,0.083,2021-22,8.666667
Torrey Craig,PHX,31,200.66,100.243832,South Carolina Upstate,USA,5,78,6.6,4,1.2,-5,0.05,0.137,0.139,0.556,0.082,2021-22,4.878049
Tim Hardaway Jr.,DAL,30,195.58,92.98636,Michigan,USA,2,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115,2021-22,21.306816
Tobias Harris,PHI,29,200.66,102.511792,Tennessee,USA,2,73,17.2,6.8,3.5,3.2,0.032,0.164,0.214,0.566,0.158,2021-22,35.99595
Tomas Satoransky,WAS,30,200.66,95.25432,,Czech Republic,3,55,3.6,2.3,3.3,-8,0.029,0.11,0.124,0.461,0.285,2021-22,10
Tony Bradley,CHI,24,208.28,112.490816,North Carolina,USA,2,55,3,3.4,0.5,5.2,0.123,0.196,0.128,0.6,0.065,2021-22,1.789256
Tony Snell,NOP,30,198.12,96.615096,New Mexico,USA,2,53,3.5,1.9,0.5,-7.8,0.018,0.107,0.099,0.541,0.047,2021-22,2.389641
Terry Rozier,CHA,28,185.42,86.18248,Louisville,USA,2,73,19.3,4.3,4.5,1.4,0.021,0.101,0.227,0.566,0.197,2021-22,17.905262999999998
Quentin Grimes,NYK,23,195.58,95.25432,Houston,USA,2,71,11.3,3.2,2.1,4.4,0.022,0.085,0.142,0.619,0.096,2022-23,2.277
Pat Connaughton,MIL,30,195.58,94.800728,Notre Dame,USA,3,61,7.6,4.6,1.3,3.4,0.033,0.144,0.133,0.531,0.069,2022-23,5.728393
RJ Barrett,NYK,23,198.12,97.068688,Duke,Canada,1,73,19.6,5,2.8,-1.2,0.023,0.121,0.256,0.531,0.124,2022-23,10.900634
Precious Achiuwa,TOR,23,203.2,102.0582,Memphis,Nigeria,2,55,9.2,6,0.9,-1.6,0.083,0.213,0.19,0.554,0.063,2022-23,2.84016
Peyton Watson,DEN,20,200.66,90.7184,UCLA,USA,3,23,3.3,1.6,0.5,-12,0.043,0.139,0.174,0.553,0.087,2022-23,2.1939599999999997
Patrick Beverley,CHI,34,187.96,81.64656,Arkansas,USA,3,67,6.2,3.7,2.9,-1.5,0.025,0.111,0.107,0.534,0.137,2022-23,13.801614
Paul Reed,PHI,24,205.74,95.25432,DePaul,USA,5,69,4.2,3.8,0.4,-0.4,0.147,0.207,0.152,0.62,0.051,2022-23,1.782621
Paul George,LAC,33,203.2,99.79024,Fresno State,USA,1,56,23.8,6.1,5.1,4,0.025,0.153,0.294,0.588,0.237,2022-23,42.492492
Pascal Siakam,TOR,29,203.2,104.32616,New Mexico State,Cameroon,2,71,24.2,7.8,5.8,2.4,0.047,0.177,0.27,0.565,0.244,2022-23,35.448672
Patrick Williams,CHI,21,200.66,97.52228,Florida State,USA,1,82,10.2,4,1.2,-2.4,0.036,0.107,0.156,0.576,0.059,2022-23,7.7754
Patrick Baldwin,GSW,20,205.74,99.79024,Wisconsin-Milwaukee,USA,2,31,3.9,1.3,0.4,-12.3,0.004,0.188,0.227,0.546,0.083,2022-23,2.226
Raul Neto,CLE,31,187.96,81.64656,,Brazil,4,48,3.3,1,1.6,1.4,0.022,0.071,0.133,0.628,0.226,2022-23,2.4634899999999997
Payton Pritchard,BOS,25,185.42,88.45044,Oregon,USA,2,48,5.6,1.8,1.3,1.4,0.038,0.094,0.193,0.536,0.153,2022-23,2.2392
Reggie Bullock,DAL,32,198.12,92.98636,North Carolina,USA,2,78,7.2,3.6,1.4,-1.8,0.014,0.112,0.098,0.577,0.063,2022-23,10.0128
Russell Westbrook,LAC,34,190.5,90.7184,UCLA,USA,1,73,15.9,5.8,7.5,-0.2,0.042,0.147,0.266,0.513,0.364,2022-23,47.080179
Richaun Holmes,SAC,29,203.2,106.59412,Bowling Green,USA,3,42,3.1,1.9,0.2,-9.3,0.082,0.149,0.132,0.668,0.04,2022-23,11.21526
Saddiq Bey,ATL,24,200.66,97.52228,Villanova,USA,2,77,13.8,4.7,1.5,-3.1,0.044,0.127,0.194,0.564,0.08,2022-23,2.95908
Paolo Banchero,ORL,20,208.28,113.398,Duke,USA,1,72,20,6.9,3.7,-4.2,0.035,0.174,0.272,0.529,0.171,2022-23,11.055119999999999
Sam Hauser,BOS,25,200.66,98.429464,Virginia,USA,5,80,6.4,2.6,0.9,7.7,0.027,0.121,0.141,0.634,0.076,2022-23,1.637966
Saben Lee,PHX,24,187.96,83.007336,Vanderbilt,USA,3,25,6,1.8,2.7,-4.4,0.03,0.082,0.184,0.517,0.278,2022-23,2.2666399999999998
Ryan Rollins,GSW,20,190.5,81.64656,Toledo,USA,4,12,1.9,1,0.5,-38.1,0.043,0.153,0.26,0.508,0.214,2022-23,1.0177809999999998
Ryan Arcidiacono,POR,29,190.5,88.45044,Villanova,USA,5,20,1.3,0.8,1.2,-12.8,0,0.09,0.106,0.351,0.195,2022-23,1.83609
Rui Hachimura,LAL,25,203.2,104.32616,Gonzaga,Japan,1,63,11.2,4.5,0.9,-1.2,0.036,0.141,0.194,0.556,0.06,2022-23,6.263188
Rudy Gobert,MIN,31,215.9,117.026736,,France,2,70,13.4,11.6,1.2,0.4,0.111,0.26,0.161,0.675,0.058,2022-23,38.172413999999996
Rudy Gay,UTA,36,203.2,113.398,Connecticut,USA,1,56,5.2,2.9,1,2.9,0.038,0.148,0.174,0.473,0.095,2022-23,6.1845
Royce O'Neale,BKN,30,198.12,102.511792,Baylor,USA,5,76,8.8,5.1,3.7,2.1,0.025,0.129,0.136,0.538,0.155,2022-23,9.2
Ron Harper Jr.,TOR,23,195.58,111.13004,Rutgers,USA,5,9,2.2,0.8,0.4,21.8,0.054,0.093,0.136,0.608,0.108,2022-23,0.508891
Romeo Langford,SAS,23,195.58,97.975872,Indiana,USA,1,43,6.9,2.7,1.2,-8.5,0.06,0.067,0.148,0.524,0.08,2022-23,5.634257
Rodney McGruder,DET,31,193.04,92.98636,Kansas State,USA,5,32,5.7,2.3,0.9,-3.5,0.035,0.109,0.135,0.566,0.071,2022-23,2.298385
Robin Lopez,CLE,35,213.36,127.459352,Stanford,USA,2,37,3,1.4,0.5,-8.7,0.075,0.097,0.156,0.675,0.105,2022-23,2.9058509999999997
Robert Covington,LAC,32,200.66,94.800728,Tennessee State,USA,5,48,6,3.5,1.2,-1,0.038,0.164,0.149,0.584,0.105,2022-23,12.307692
Ricky Rubio,CLE,32,187.96,86.18248,,Spain,1,33,5.2,2.1,3.5,3,0.015,0.112,0.172,0.442,0.295,2022-23,5.8536589999999995
Reggie Jackson,DEN,33,187.96,94.347136,Boston College,USA,2,68,10.2,2.1,3.4,-2.2,0.015,0.071,0.205,0.514,0.211,2022-23,11.457217
PJ Dozier,SAC,26,198.12,92.98636,South Carolina,USA,5,16,1.4,0.9,0.6,-12.9,0.012,0.171,0.203,0.333,0.196,2022-23,0.784654
Montrezl Harrell,PHI,29,200.66,108.86208,Louisville,USA,3,57,5.6,2.8,0.6,2.2,0.1,0.133,0.178,0.631,0.073,2022-23,2.4634899999999997
Naz Reid,MIN,23,205.74,119.748288,Louisiana State,USA,5,68,11.5,4.9,1.1,-4.2,0.058,0.205,0.242,0.617,0.098,2022-23,1.9306809999999999
Nathan Knight,MIN,25,203.2,114.758776,William & Mary,USA,5,38,3.7,1.5,0.3,-2.3,0.072,0.118,0.177,0.655,0.065,2022-23,1.83609
Nassir Little,POR,23,195.58,99.79024,North Carolina,USA,2,54,6.6,2.6,0.9,-8.8,0.028,0.122,0.158,0.555,0.075,2022-23,4.171548
Naji Marshall,NOP,25,200.66,99.79024,Xavier,USA,5,77,9.1,3.6,2.5,-0.1,0.027,0.132,0.172,0.539,0.147,2022-23,1.782621
Myles Turner,IND,27,210.82,113.398,Texas,USA,1,62,18,7.5,1.4,-1.2,0.049,0.205,0.225,0.651,0.074,2022-23,35.0965
Moussa Diabate,LAC,21,208.28,95.25432,Michigan,France,4,22,2.7,2.3,0.2,-3.2,0.137,0.106,0.125,0.546,0.029,2022-23,0.508891
Moses Moody,GSW,21,195.58,95.707912,Arkansas,USA,1,63,4.8,1.7,0.8,-0.6,0.034,0.091,0.141,0.603,0.085,2022-23,3.7401600000000004
Moses Brown,BKN,23,218.44,111.13004,UCLA,USA,5,36,4.3,3.9,0.1,3.5,0.165,0.262,0.188,0.607,0.021,2022-23,0.824041
Moritz Wagner,ORL,26,210.82,111.13004,Michigan,Germany,2,57,10.5,4.5,1.5,-1.1,0.06,0.172,0.201,0.63,0.115,2022-23,1.87872
Monte Morris,WAS,28,187.96,83.007336,Iowa State,USA,4,62,10.3,3.4,5.3,0.1,0.016,0.106,0.155,0.579,0.249,2022-23,9.125
Mo Bamba,LAL,25,213.36,104.779752,Texas,USA,1,49,6.6,4.6,0.9,1.5,0.076,0.198,0.166,0.602,0.086,2022-23,10.3
Mitchell Robinson,NYK,25,213.36,108.86208,Western Kentucky,USA,3,59,7.4,9.4,0.9,7.3,0.164,0.178,0.101,0.652,0.044,2022-23,17.045454
Miles McBride,NYK,22,187.96,88.45044,West Virginia,USA,3,64,3.5,0.8,1.1,3.6,0.016,0.047,0.141,0.475,0.13,2022-23,1.563518
Mike Muscala,BOS,31,210.82,108.86208,Bucknell,USA,4,63,6.1,3.2,0.8,8.8,0.038,0.161,0.146,0.608,0.069,2022-23,3.5
Mike Conley,MIN,35,185.42,79.3786,Ohio State,USA,1,67,11.9,2.7,6.7,1.3,0.016,0.075,0.161,0.583,0.295,2022-23,22.68
Sam Merrill,CLE,27,193.04,92.98636,Utah State,USA,5,5,5,1.8,1,-3.3,0,0.167,0.177,0.546,0.143,2022-23,1.1055220000000001
Mikal Bridges,BKN,26,198.12,94.800728,Villanova,USA,1,83,20.1,4.4,3.3,0.8,0.026,0.094,0.223,0.587,0.141,2022-23,20.1
Neemias Queta,SAC,23,213.36,112.490816,Utah State,Portugal,3,5,2.4,2.2,0.2,-43.5,0.135,0.214,0.141,0.607,0.067,2022-23,0.508891
Nerlens Noel,BKN,29,208.28,99.79024,Kentucky,USA,1,17,2.1,2.7,0.6,-16.8,0.047,0.189,0.113,0.424,0.074,2022-23,9.391069
Nick Richards,CHA,25,213.36,111.13004,Kentucky,Jamaica,3,65,8.2,6.4,0.6,-4.5,0.113,0.21,0.151,0.676,0.046,2022-23,1.782621
Ousmane Dieng,OKC,20,205.74,83.91452,,France,1,39,4.9,2.7,1.2,2.9,0.03,0.141,0.154,0.505,0.108,2022-23,4.56984
Oshae Brissett,IND,25,200.66,95.25432,Syracuse,Canada,5,65,6.1,3.4,0.7,0.6,0.054,0.144,0.155,0.52,0.055,2022-23,1.8467379999999998
Onyeka Okongwu,ATL,22,205.74,108.86208,Southern California,USA,1,80,9.9,7.2,1,1.8,0.117,0.19,0.15,0.678,0.06,2022-23,6.39516
Omer Yurtseven,MIA,25,210.82,124.7378,Georgetown,Turkey,5,9,4.4,2.6,0.2,1.7,0.089,0.179,0.159,0.675,0.035,2022-23,1.752638
Ochai Agbaji,UTA,23,195.58,97.52228,Kansas,USA,1,59,7.9,2.1,1.1,-0.2,0.034,0.058,0.154,0.561,0.072,2022-23,3.91836
Obi Toppin,NYK,25,205.74,99.79024,Dayton,USA,1,67,7.4,2.8,1,2.4,0.026,0.139,0.187,0.565,0.091,2022-23,5.34828
Norman Powell,LAC,30,193.04,97.52228,UCLA,USA,4,60,17,2.9,1.8,-3.8,0.015,0.093,0.251,0.612,0.115,2022-23,16.758620999999998
Noah Vonleh,BOS,27,208.28,116.573144,Indiana,USA,1,23,1.1,2.1,0.3,-1.4,0.11,0.174,0.09,0.502,0.051,2022-23,1.160955
Nikola Vucevic,CHI,32,208.28,117.93392,Southern California,Montenegro,2,82,17.6,11,3.2,-0.5,0.062,0.274,0.218,0.594,0.146,2022-23,22
Nikola Jovic,MIA,20,208.28,92.98636,,Serbia,2,15,5.5,2.1,0.7,-3.5,0.043,0.119,0.185,0.53,0.076,2022-23,2.23992
Nikola Jokic,DEN,28,210.82,128.820128,,Serbia,3,69,24.5,11.8,9.8,12.5,0.08,0.283,0.263,0.701,0.412,2022-23,33.047803
Nicolas Batum,LAC,34,203.2,104.32616,,France,2,78,6.1,3.8,1.6,4.5,0.036,0.135,0.111,0.594,0.095,2022-23,19.700319
Nickeil Alexander-Walker,MIN,24,195.58,92.98636,Virginia Tech,Canada,2,59,6.2,1.7,1.8,-2,0.017,0.095,0.177,0.565,0.168,2022-23,5.009633
Sandro Mamukelashvili,SAS,24,208.28,108.86208,Seton Hall,Georgia,4,43,6.1,4.3,1.4,-10.1,0.093,0.178,0.177,0.516,0.134,2022-23,1.116112
Wesley Matthews,MIL,36,195.58,99.79024,Marquette,USA,5,52,3.4,2.2,0.7,2.8,0.04,0.087,0.095,0.519,0.053,2022-23,2.9058509999999997
Scottie Barnes,TOR,21,203.2,102.0582,Florida State,USA,1,77,15.3,6.6,4.8,3.2,0.063,0.135,0.2,0.524,0.195,2022-23,7.6446
Usman Garuba,HOU,21,203.2,103.872568,,Spain,2,75,3,4.1,0.9,-12.2,0.11,0.194,0.099,0.569,0.096,2022-23,2.4711600000000002
Udonis Haslem,MIA,43,200.66,106.59412,Florida,USA,5,7,3.9,1.6,0,-11.8,0.047,0.101,0.185,0.433,0,2022-23,2.9058509999999997
Udoka Azubuike,UTA,23,210.82,122.46984,Kansas,Nigeria,2,36,3.5,3.3,0.3,-11.7,0.082,0.224,0.113,0.774,0.043,2022-23,2.17488
Tyus Jones,MEM,27,187.96,88.904032,Duke,USA,2,80,10.3,2.5,5.2,2,0.014,0.084,0.175,0.546,0.286,2022-23,15
Tyrese Maxey,PHI,22,187.96,90.7184,Kentucky,USA,2,60,20.3,2.9,3.5,5.4,0.012,0.079,0.236,0.605,0.167,2022-23,2.72688
Tyrese Martin,ATL,24,198.12,97.52228,Connecticut,USA,4,16,1.3,0.8,0.1,2.3,0.065,0.109,0.164,0.44,0.044,2022-23,1.0177809999999998
Tyrese Haliburton,IND,23,195.58,83.91452,Iowa State,USA,1,56,20.7,3.7,10.4,-1,0.018,0.092,0.238,0.624,0.457,2022-23,4.215120000000001
Tyler Herro,MIA,23,195.58,88.45044,Kentucky,USA,1,67,20.1,5.4,4.2,2.7,0.012,0.154,0.25,0.566,0.19,2022-23,5.722116
Ty Jerome,GSW,25,195.58,88.45044,Virginia,USA,2,45,6.9,1.7,3,-5.6,0.009,0.091,0.147,0.594,0.233,2022-23,4.728948
Trey Lyles,SAC,27,205.74,106.140528,Kentucky,Canada,1,74,7.6,4.1,0.9,4,0.054,0.184,0.174,0.607,0.073,2022-23,2.625
Trevor Keels,NYK,19,193.04,100.243832,Duke,USA,3,3,1,0.7,0,-94.7,0,0.25,0.211,0.375,0,2022-23,0.520589
Trevor Hudgins,HOU,24,182.88,81.64656,Northwest Missouri State,USA,5,5,1.8,0,0.6,7,0,0,0.177,0.436,0.176,2022-23,0.508891
Victor Oladipo,MIA,31,190.5,96.615096,Indiana,USA,1,42,10.7,3,3.5,-1.5,0.014,0.109,0.204,0.513,0.206,2022-23,8.75
Trevelin Queen,IND,26,198.12,86.18248,New Mexico State,USA,5,7,3,2.4,0.9,9.2,0.086,0.138,0.194,0.337,0.109,2022-23,0.8388909999999999
Vince Williams Jr.,MEM,22,193.04,92.98636,Virginia Commonwealth,USA,4,15,2,1,0.3,-14.8,0.03,0.12,0.176,0.367,0.062,2022-23,0.508891
Vlatko Cancar,DEN,26,203.2,107.047712,,Slovenia,4,60,5,2.1,1.3,-3.9,0.027,0.119,0.134,0.606,0.125,2022-23,2.234359
Zion Williamson,NOP,22,198.12,128.820128,Duke,USA,1,29,26,7,4.6,7.8,0.06,0.148,0.288,0.652,0.231,2022-23,13.534817
Ziaire Williams,MEM,21,205.74,83.91452,Stanford,USA,1,37,5.7,2.1,0.9,-5.2,0.028,0.105,0.178,0.511,0.086,2022-23,4.59168
Zeke Nnaji,DEN,22,205.74,108.86208,Arizona,USA,2,53,5.2,2.6,0.3,-5.9,0.087,0.099,0.149,0.62,0.04,2022-23,2.6178
Zach LaVine,CHI,28,195.58,90.7184,UCLA,USA,1,77,24.8,4.5,4.2,0.3,0.016,0.108,0.278,0.607,0.187,2022-23,37.0965
Zach Collins,SAS,25,210.82,113.398,Gonzaga,USA,1,63,11.6,6.4,2.9,-7.5,0.076,0.19,0.209,0.599,0.18,2022-23,7.35
Yuta Watanabe,BKN,28,203.2,97.52228,George Washington,Japan,5,58,5.6,2.4,0.8,-0.6,0.034,0.117,0.127,0.637,0.071,2022-23,1.968175
Xavier Tillman,MEM,24,200.66,111.13004,Michigan State,USA,3,61,7,5,1.6,0.7,0.095,0.155,0.136,0.621,0.109,2022-23,1.782621
Willy Hernangomez,NOP,29,210.82,113.398,,Spain,3,38,6.9,4.7,0.9,1.7,0.118,0.262,0.222,0.61,0.114,2022-23,2.443581
Will Barton,TOR,32,195.58,82.100152,Memphis,USA,3,56,6.8,2.4,2,-8.4,0.014,0.125,0.182,0.493,0.162,2022-23,15.059712
Wenyen Gabriel,LAL,26,205.74,92.98636,Kentucky,South Sudan,5,68,5.5,4.2,0.5,-0.2,0.111,0.152,0.135,0.626,0.049,2022-23,1.87872
Walker Kessler,UTA,21,213.36,111.13004,Auburn,USA,2,74,9.2,8.4,0.9,3,0.133,0.205,0.13,0.702,0.057,2022-23,2.6963999999999997
Vit Krejci,ATL,23,203.2,88.45044,,Czech Republic,3,29,1.2,0.9,0.6,-1.8,0.036,0.125,0.108,0.475,0.137,2022-23,1.563518
Tre Mann,OKC,22,190.5,80.739376,Florida,USA,2,67,7.7,2.3,1.8,1,0.021,0.104,0.2,0.492,0.144,2022-23,3.0462
Steven Adams,MEM,29,210.82,120.20188,Pittsburgh,New Zealand,1,42,8.6,11.5,2.3,9.7,0.171,0.222,0.139,0.564,0.107,2022-23,17.926829
Sterling Brown,LAL,28,195.58,99.336648,Southern Methodist,USA,4,4,0,2,0.5,0.4,0.091,0.152,0.061,0,0.077,2022-23,3.1226019999999997
Stephen Curry,GSW,35,187.96,83.91452,Davidson,USA,1,56,29.4,6.1,6.3,5.8,0.02,0.147,0.297,0.656,0.274,2022-23,48.070014
Stanley Johnson,SAS,27,198.12,109.769264,Arizona,USA,1,30,5.8,3.2,2.2,-7,0.047,0.15,0.148,0.625,0.179,2022-23,4.022164
Spencer Dinwiddie,BKN,30,195.58,97.52228,Colorado,USA,3,79,17.3,3.4,6.5,-0.1,0.01,0.092,0.22,0.573,0.297,2022-23,19.5
Simone Fontecchio,UTA,27,200.66,94.800728,,Italy,5,52,6.3,1.7,0.8,-13.1,0.036,0.07,0.192,0.495,0.079,2022-23,3.2051279999999998
Shake Milton,PHI,26,195.58,92.98636,Southern Methodist,USA,4,76,8.4,2.5,3.2,3.9,0.026,0.096,0.175,0.575,0.213,2022-23,1.997718
Shai Gilgeous-Alexander,OKC,24,198.12,88.45044,Kentucky,Canada,1,68,31.4,4.8,5.5,2.7,0.023,0.109,0.318,0.626,0.249,2022-23,30.91375
Shaedon Sharpe,POR,20,195.58,90.7184,Kentucky,Canada,1,80,9.9,3,1.2,-7.6,0.037,0.102,0.186,0.568,0.079,2022-23,6.0129600000000005
Seth Curry,BKN,32,185.42,83.91452,Duke,USA,5,61,9.2,1.6,1.6,-3.5,0.011,0.071,0.188,0.593,0.121,2022-23,8.496653
Serge Ibaka,MIL,33,210.82,106.59412,,Democratic Republic of the Congo,2,16,4.1,2.8,0.3,-6.5,0.073,0.153,0.159,0.553,0.036,2022-23,2.9058509999999997
Trendon Watford,POR,22,203.2,107.501304,Louisiana State,USA,5,62,7.4,3.8,2.1,-7.1,0.037,0.173,0.158,0.625,0.162,2022-23,1.563518
Taj Gibson,WAS,38,205.74,105.233344,Southern California,USA,2,49,3.4,1.9,0.7,-1.1,0.068,0.143,0.151,0.585,0.094,2022-23,2.9058509999999997
Tari Eason,HOU,22,203.2,97.52228,Louisiana State,USA,2,82,9.3,6,1.1,-4.8,0.101,0.172,0.184,0.525,0.075,2022-23,3.35916
Tre Jones,SAS,23,185.42,83.91452,Duke,USA,3,68,12.9,3.6,6.6,-7.8,0.026,0.099,0.189,0.534,0.306,2022-23,1.782621
Trae Young,ATL,24,185.42,74.389088,Oklahoma,USA,1,73,26.2,3,10.2,1.3,0.021,0.062,0.313,0.573,0.414,2022-23,37.0965
Torrey Craig,PHX,32,200.66,100.243832,South Carolina Upstate,USA,5,79,7.4,5.4,1.5,-3.7,0.073,0.146,0.128,0.566,0.08,2022-23,5.121951
Tony Bradley,CHI,25,210.82,112.490816,North Carolina,USA,2,12,1.6,0.9,0.1,9.9,0.029,0.278,0.174,0.69,0.042,2022-23,2.036318
Tobias Harris,PHI,30,200.66,102.511792,Tennessee,USA,2,74,14.7,5.7,2.5,5.5,0.03,0.15,0.18,0.602,0.114,2022-23,37.63305
Tim Hardaway Jr.,DAL,31,195.58,92.98636,Michigan,USA,2,71,14.4,3.5,1.8,3.4,0.01,0.108,0.201,0.554,0.088,2022-23,19.602273
Thomas Bryant,DEN,25,208.28,112.490816,Indiana,USA,3,59,9.8,5.7,0.5,-4.7,0.081,0.223,0.181,0.682,0.042,2022-23,1.968175
Theo Pinson,DAL,27,200.66,96.161504,North Carolina,USA,5,40,2.4,1.6,1.2,-7.6,0.029,0.163,0.136,0.512,0.196,2022-23,1.968175
Theo Maledon,CHA,22,195.58,79.3786,,France,3,44,6.7,2.8,3.5,-8.9,0.016,0.128,0.166,0.515,0.247,2022-23,2.4088909999999997
Thanasis Antetokounmpo,MIL,30,200.66,99.336648,,Greece,4,37,1.4,1.2,0.4,-26.6,0.075,0.139,0.138,0.458,0.115,2022-23,1.87872
Thaddeus Young,TOR,35,203.2,106.59412,Georgia Tech,USA,1,54,4.4,3.1,1.4,-5.6,0.083,0.136,0.131,0.573,0.133,2022-23,8
Terry Taylor,CHI,23,193.04,104.32616,Austin Peay,USA,5,31,2.9,1.5,0.3,4.5,0.088,0.076,0.129,0.557,0.052,2022-23,1.703902
Terry Rozier,CHA,29,185.42,86.18248,Louisville,USA,2,63,21.1,4.1,5.1,-6.2,0.021,0.095,0.262,0.517,0.22,2022-23,21.486316
Terrence Ross,PHX,32,200.66,93.439952,Washington,USA,1,63,8.3,2.4,1.5,-2.6,0.016,0.099,0.166,0.544,0.101,2022-23,11.5
Terence Davis,SAC,26,193.04,91.171992,Mississippi,USA,5,64,6.7,2.2,1,4,0.024,0.14,0.215,0.563,0.11,2022-23,4
Terance Mann,LAC,26,195.58,97.52228,Florida State,USA,4,81,8.8,3.4,2.3,0.3,0.042,0.107,0.149,0.619,0.139,2022-23,1.9306809999999999
Taurean Prince,MIN,29,198.12,98.883056,Baylor,USA,1,54,9.1,2.4,1.6,0.9,0.013,0.096,0.165,0.597,0.094,2022-23,7.1
Talen Horton-Tucker,UTA,22,193.04,106.140528,Iowa State,USA,4,65,10.7,3.2,3.8,0.1,0.03,0.117,0.25,0.508,0.274,2022-23,10.26
Micah Potter,UTA,25,203.2,112.490816,Wisconsin,USA,5,7,3.4,2.3,0.6,-4.2,0.046,0.22,0.121,0.8,0.133,2022-23,0.508891
